#ID_REF = 
#VALUE = Quantification
ID_REF	VALUE
7922637	7.35285
7936041	4.62532
7986092	7.70287
8161415	1.89511
8154973	2.41546
8093462	7.16735
7904486	9.82444
7915238	4.0553
8105997	3.8542
7985253	4.99205
7928671	6.89012
8079060	4.7851
8034320	2.35437
7979416	3.46391
7902883	7.36693
8010768	5.90025
8120247	2.71758
7953981	7.30017
7946972	1.85342
7929674	2.68025
7934533	5.35974
8036840	7.39974
8029894	5.93376
7905744	2.77449
8162082	2.53768
8031358	3.48095
7969366	1.24125
8075921	4.25938
8057563	1.48114
7987046	6.66695
7959946	4.77547
8017675	8.03185
8031526	5.65915
8136602	6.7839
8079867	4.65749
8005865	4.90776
8148607	5.48735
7994350	4.9844
8051372	6.01372
8172195	1.36947
7948565	9.63453
8177704	2.59662
8121255	1.48761
8070988	6.86147
7958379	6.76755
8070720	5.69276
7904867	0.830103
7911532	7.28956
8026122	7.65383
8023218	3.19968
8042859	5.52548
7946365	2.12173
8011542	7.29927
8160392	1.61959
8148333	8.97861
8067206	4.71374
8060257	6.79361
8056045	2.89018
7939877	1.93509
8049075	4.52458
7899957	6.9486
8085867	2.21075
8043155	4.83386
7975361	7.48508
7969372	4.49945
8094253	3.15197
8011945	5.03238
8053690	4.38218
8141445	6.0144
8069541	3.18919
8118669	3.4664
8152666	2.01884
8131573	3.21473
7942228	4.38245
7931830	1.52252
7904463	6.95452
7985553	1.27913
8086784	3.76228
7934970	3.95845
8125201	4.77724
8047767	1.45638
8014825	5.74739
7925511	2.94918
8076161	4.60077
8109475	5.53958
8082003	2.94512
8110055	7.5499
8139919	3.17751
7918275	5.85025
8019908	1.86173
8107131	1.75762
8041122	8.36632
7980990	6.62352
8013319	5.63122
8073511	4.52419
7920217	4.75279
8096461	3.8822
7995282	2.66609
8125483	6.42805
8170635	3.81492
7941296	6.22925
8138542	3.07124
8040288	2.05898
8065412	2.1058
7899882	2.65393
7950699	1.4343
7933129	3.62054
7927647	1.92877
7910379	2.71633
8142718	3.12476
8175572	1.61959
7996593	7.08565
7938762	6.45428
8044649	5.9763
8038815	4.63418
7989159	3.54572
8117395	2.84036
7974054	3.00533
7952830	5.71969
7961390	8.02208
8129497	7.64882
8035187	4.55448
7949754	5.54339
8143905	5.80976
8175638	4.24567
8160346	5.79615
7915275	1.48642
8170418	2.39686
8130370	1.44125
8025478	5.23823
7956242	3.92833
8162880	6.43465
7956009	4.82043
8162934	2.65376
8013035	4.73505
7967032	4.73847
7922127	2.6096
8141950	2.65275
8095758	1.76385
8173414	2.89281
7949808	6.87926
8174761	3.99713
7942400	5.77034
7917612	1.50857
7970702	1.53319
7919570	1.8238
8018652	3.77496
7920249	2.17777
8102608	1.36149
8177068	1.31545
8061869	3.20099
8172110	6.03469
7992905	7.01059
7903461	2.84425
8028233	3.34624
8013919	5.89246
8010084	5.37806
8005751	3.97556
8127408	1.49037
8048319	3.08562
7981266	4.39119
7950195	5.84726
8145603	3.48005
7935679	2.48645
8120698	5.29185
8066260	5.12499
8016194	5.42141
7997852	6.98403
8050227	3.11137
8128123	8.79463
7959131	4.52033
7960716	8.6012
8146894	2.07951
7929901	3.00093
8088020	3.90195
8033662	5.31089
7963064	6.54123
8134712	5.67757
7926356	6.8722
8097028	3.12362
8077877	2.89487
8027876	7.43432
8015189	4.44561
7915160	7.77523
8000834	6.9595
7957052	8.17767
8095139	7.44869
7981919	6.75706
8178285	2.21476
7965787	1.36446
8073341	1.56368
8029918	5.71342
8139911	1.75865
8063442	2.27718
7996219	4.42087
7920123	10.782
7997676	3.73508
7945801	3.00141
8083463	1.83131
8055137	2.07126
7911215	2.34856
8027368	4.41502
7911335	7.20501
8112622	6.06469
8154512	3.57107
8114470	2.23713
8102342	3.66015
8082165	3.40286
8004922	2.72372
7987472	4.98768
8093398	5.38314
8052934	3.63546
7982591	1.45599
7927097	1.40895
8132151	2.55074
7908312	1.99736
8026915	5.55537
7960702	3.9126
7950082	2.85121
8022243	2.11654
7909306	2.13368
8036954	1.23537
8059345	2.33395
8167949	1.2939
8037814	4.69678
8082523	6.19201
8051799	8.12335
7984871	7.92244
8153002	7.36777
8103413	3.48482
7971216	3.47505
8162080	1.64241
7949019	1.02363
8127065	1.40523
8089930	7.03888
7973014	1.72186
7954310	12.1995
8158739	4.72959
7995352	6.13066
8013307	8.55412
7949444	4.47545
8172471	4.97081
8148293	6.87261
8119336	1.85982
8057817	2.48727
7992967	5.25895
7930106	6.37604
8146941	5.04404
8036589	1.55292
7952268	3.29022
8074204	2.09571
8101780	8.51374
8001082	5.8613
7981775	4.45519
7965436	7.18125
7906797	4.97576
7973078	2.88161
7955179	7.89723
7939492	4.57523
7939052	2.40976
7934920	11.928
7930927	5.13776
8150714	8.36061
8115064	1.44029
8026051	5.6535
8027233	5.6986
8148850	4.83469
8042513	5.32645
8145293	6.03748
8052125	6.83898
8179884	6.30106
8039139	4.44237
7933204	4.76309
8056794	2.28439
8008700	3.63308
8129666	2.25238
8000480	1.90327
7989144	1.48901
7975416	6.44531
8172084	1.20693
7942064	7.41602
7969060	6.98165
7952319	1.94706
8001373	4.33638
8031837	3.89326
8058428	8.50578
8030908	4.0839
8003075	4.0403
7940711	7.09872
8168555	1.59863
8012416	2.9155
7906056	5.33237
7995631	5.76113
7907396	1.73241
8133442	6.47546
8029065	7.62984
7936798	1.9635
8093590	6.70242
8122259	4.81639
8061416	5.96926
8077370	4.45726
8042373	4.09837
7950899	6.62849
8036820	3.54629
7918891	1.65094
7916341	1.28709
8126244	3.23001
7936884	6.354
8143749	4.58004
8085579	1.24645
7994362	6.22063
7947932	1.35562
7939240	2.48793
8045347	1.82347
8124394	2.27663
8056877	3.86469
7927153	2.58128
8110486	3.25163
8175696	1.75995
7910414	3.57094
8097417	5.04046
8069822	2.06376
7898582	4.15428
7975696	4.41771
8150143	2.24262
7944803	6.86814
8028213	2.78943
8025004	5.75571
8113639	2.0062
7955076	5.51826
8007803	2.53688
8128383	3.30966
8103485	4.7908
8004485	6.49676
7947652	5.9316
8041940	1.97953
8016847	7.09841
8156549	2.99188
8069582	1.78295
8147228	7.95903
7919800	11.4248
8153346	4.68645
8150225	7.0106
7950951	1.81396
8035773	5.03808
8063793	2.48793
8137470	3.98858
7959850	4.89811
8030171	10.9757
7968711	6.6481
8107750	7.29557
7899829	4.57301
8068289	7.66808
8170009	8.00034
8092564	7.35238
7998983	3.31282
8009430	5.64399
8118324	6.40593
8088996	0.948395
8101253	2.51538
8095341	5.58647
8075106	6.82103
8109407	6.41652
7933501	4.46317
7971294	3.65305
7950578	7.65975
7994572	4.06681
7929383	3.3194
8117720	3.30791
8069269	7.01857
8058373	6.60887
7963471	2.83315
8033818	4.8587
8176719	7.09714
7998485	4.74009
8015944	2.202
8024070	4.95282
8141107	7.13717
8103041	1.82713
8058147	6.60452
8010783	4.62073
8123334	4.02625
7907633	2.36443
8175528	5.98742
8159350	3.54089
8175583	1.42274
8134785	2.68837
7992197	5.04556
7922152	1.87969
8154953	2.66634
8150032	2.7738
8110616	1.37394
8107554	2.95842
8092705	1.73584
7997700	2.79351
8061542	8.82396
8005529	4.83525
8175193	1.71332
8160968	6.85736
8052845	6.78747
8149820	4.47019
8109661	1.36149
8174983	4.08872
8039530	5.52039
7933945	5.54821
8159854	4.35909
8089255	1.53749
8049963	4.13953
8098289	2.00568
8018761	7.23219
8090507	6.76242
8177070	1.38117
8096032	4.70612
7932214	1.61775
7926451	6.94433
8148572	8.38968
7935863	1.52861
8017378	4.11467
8046283	2.96439
7966851	8.47378
8000399	4.47066
7951977	6.72994
7903884	3.6292
8119503	5.96429
8152133	7.49813
8117018	1.75427
8107909	3.22974
8094574	8.31616
7928556	3.06363
8127498	2.10647
8103311	2.44132
7921677	2.47935
7937936	3.24187
8176282	8.32781
8021565	6.29033
7903030	1.98791
8140909	2.69104
8127346	4.37729
8176255	6.07384
7919326	4.63929
8158627	7.16836
7949776	6.37448
7906435	3.14424
8175353	1.74627
7931728	7.76829
8147112	2.65429
7899688	7.80133
8024246	7.03963
7983502	8.19331
8174933	1.64707
8149210	4.55844
8027414	4.48982
7957467	4.15799
8054329	7.05646
7900979	6.18422
8175708	2.98237
8165083	5.29082
8008782	2.0609
7963750	6.96177
8131427	6.4906
8121300	6.55307
7915896	1.88894
7923043	1.98636
8030364	3.76844
7942830	2.35846
7918759	7.11614
8150089	9.33698
7961710	2.07276
8133961	1.78162
8048118	1.71409
8023497	3.10422
8013465	4.15464
7944162	2.86211
8139299	5.91414
8126066	6.74805
8086125	5.45795
8089108	1.9795
8157487	2.9405
8154449	4.49691
8067671	4.50441
7953687	3.66004
8033605	8.80113
7943126	4.73533
8121784	2.32886
7987066	2.47936
7967002	6.88293
8007290	7.12508
8035896	3.68084
7994926	2.05208
8095760	2.86364
7920146	1.95909
8127787	7.24959
8123598	7.8248
8040528	1.6555
8029385	3.05162
8141263	2.96325
8172032	2.80176
7969626	5.47539
7945146	7.04997
8026420	2.52572
8074647	8.79662
7954196	8.19149
8062123	2.83369
8158991	2.1909
7916592	5.85714
7999196	4.52185
8129677	7.33381
8149315	2.00002
7967563	11.8062
7951596	4.64041
8117929	7.76532
8113502	2.58792
7985741	2.83414
7941985	8.96567
8143307	8.02365
8078046	3.48431
7926366	1.17006
7992843	5.74805
8172713	6.3499
8168873	6.28311
7931926	2.31795
8177096	2.11805
8004408	3.73264
8093826	5.13946
8003571	2.85784
8138749	2.63199
7939620	4.72035
8003824	6.9703
7902913	2.63198
8062492	7.87332
7902771	8.61363
8148703	4.42446
8154132	3.19734
8027674	4.37225
8086494	3.236
7897439	3.88229
7970924	3.42793
7931822	2.42944
8126095	4.36513
8034315	3.54372
7943195	3.4056
8064242	5.5303
8094301	2.0923
7979328	5.63344
7921427	2.15756
8137040	1.74589
8142821	6.40899
7904969	8.74937
8019578	4.78798
8053584	4.53513
8011808	4.49663
7907308	1.86132
7916853	2.96222
8044741	2.57371
7952406	1.81071
8035304	5.66676
7910923	2.23036
8051882	8.07652
7978909	5.34957
7947553	2.8142
7913663	2.08423
7958677	2.51446
8152522	2.79146
8109995	1.85588
8073242	6.29838
7931888	2.41336
8005289	3.18325
8143949	4.39266
8168868	5.81888
7900405	1.40726
8082597	2.25303
8037642	6.6282
8021914	4.87333
7967874	2.25381
7997569	5.72052
7984914	3.36768
7939116	3.73303
7932862	4.93155
8071566	6.35796
8083594	4.40939
7961455	2.28537
8122600	7.29524
8175539	3.2178
8082238	1.89965
8025051	5.84044
8069998	6.15098
7942715	4.73698
8077712	5.31976
8024816	3.70173
8145568	4.8701
7983365	2.4478
8057486	1.71532
8053315	2.78935
8091469	1.93561
8028613	4.38403
7920082	4.12218
8159977	1.72603
8109093	5.81983
8103464	1.06526
8126442	5.10708
8069503	3.30167
8053330	1.85303
8012326	2.67289
7955045	2.91076
7999754	6.62839
7987534	1.34538
7954279	6.25676
8165672	1.68945
8049487	5.26306
7923731	5.01992
8053728	4.51237
8087119	5.60842
7991577	3.44526
7939969	1.90325
8157684	2.02305
8152333	9.30772
8071545	1.65527
7907962	3.2702
8044686	10.5972
7955348	6.55632
7978923	3.69229
8088264	2.97217
8176766	1.68972
7897803	8.27747
7921637	8.48637
8025945	2.28991
8157283	7.22112
8175234	3.6953
8133085	1.54541
8088917	1.41627
8081036	2.23333
8021768	5.45176
8129560	1.92928
8059244	6.02397
7967896	1.99264
8107998	6.763
7996651	5.11611
8161571	4.36574
8146330	2.71976
8004360	5.01026
7953977	1.69856
7952116	5.02035
7904921	2.51849
8022502	1.60422
7968650	4.35821
8062427	5.2472
7993511	9.04847
8146458	1.35517
8084679	2.02541
8133008	1.24608
7984686	5.92369
8121704	8.47681
8025996	1.68717
7987981	6.25059
8155371	3.3562
7912806	1.9339
7986442	4.62391
8054758	3.33278
8090591	9.04134
7958202	8.55637
8029547	3.15503
8016866	3.18703
7946478	6.94447
8094068	2.18802
8085628	6.64962
7991501	1.25562
7925128	5.85593
7980390	2.91704
8072139	1.2521
8039607	3.6195
7959597	9.14723
8041913	6.45361
8091737	4.40568
7999468	10.5155
7972713	2.17891
8126402	6.47053
8067111	1.68665
8019772	7.61776
7965231	1.89179
8161377	3.81343
8063394	8.52286
8146839	1.82844
7938788	1.72374
8102728	4.28122
7899346	7.74973
8075423	6.30087
8150159	1.24426
7960894	6.66014
8162183	2.5049
8158511	1.61394
7901714	3.35768
7973448	7.16604
8179011	2.38197
8036689	4.56085
8090214	4.32763
8078905	8.18592
7982533	2.51446
7941946	8.392
7897119	8.89901
8102004	4.13439
8004293	6.55914
8123642	2.39592
7995456	6.1686
7933296	2.2643
8131519	5.1915
7981309	3.81299
7965884	2.35754
7947156	2.17245
8006005	3.86102
8090889	1.74021
8086183	4.62569
8030823	3.37927
8055909	1.47
7943218	6.87199
8107100	3.70112
8158783	6.6797
8122045	2.98031
7982745	5.97506
8022557	2.25915
7952897	3.8558
7951545	2.50292
7922040	3.59036
8002072	4.5165
8102988	2.94977
8008511	5.5738
7950420	5.16611
8149955	1.59866
8086462	5.11458
7981958	3.9453
7967149	7.09996
8128939	6.39665
8081620	2.38751
8081612	6.47836
8082788	9.22545
8155369	2.44613
8094142	1.48761
7991080	2.46042
7913235	3.78488
8069676	2.82602
8054837	3.94623
8007197	6.59263
8153175	6.39461
8062681	4.20467
8078134	2.04125
8034286	5.89887
7977454	8.2599
7930714	1.65121
7978706	4.68389
7976724	4.14191
7963157	5.40903
7938925	2.29482
8028742	2.01801
7909561	4.05357
8173135	4.02626
8017651	5.98373
7918973	1.74953
8147746	2.54973
8066822	6.94494
7966089	6.10996
7939942	2.13581
7926330	1.48814
7897683	1.83211
8046199	2.57746
8117522	4.88988
8105714	5.33294
8170794	3.77779
8086467	7.33615
8046020	1.63502
8101131	1.95928
8169049	5.21638
8164692	3.74292
8071155	5.09086
7930179	1.57901
7919604	3.08543
7908543	6.98515
8133112	2.84626
8026106	10.3814
8123148	7.4822
8012099	5.95961
7973363	3.28387
8177405	2.0862
8169683	6.42887
7910381	4.28894
8135149	5.80932
8119782	3.15704
7908812	5.11933
8126905	2.09273
8017505	2.08776
7977786	8.13688
8044976	2.51127
8016463	2.72448
7959786	5.44958
7942168	5.37555
8004532	2.56793
7945475	4.1838
8106176	2.22544
7928489	2.68945
7983393	7.06963
8178291	2.17065
8125545	5.71858
7925446	4.97903
8104068	1.61762
8145669	2.63779
7945873	6.57432
7934615	4.12342
8167006	6.91593
8147373	2.42985
8132302	4.02872
7939977	1.90655
8117646	4.22107
8063955	7.92936
8163109	3.29074
8042978	2.42448
8007992	8.74376
7916944	2.30845
8084812	2.7161
7924733	7.4815
7938608	3.26678
8075886	4.22949
8058927	10.7763
8176193	3.55989
8177740	2.85081
7979906	7.03838
7981872	5.40823
7938118	3.93473
7982829	7.07455
8083457	7.81921
7999177	4.68321
8110982	7.61583
8054771	7.86182
8061746	3.15997
8158864	2.57837
8169984	6.15813
7951133	6.63905
7950933	2.03164
7943075	2.60636
7951781	3.11357
8081214	2.32667
8117598	4.64565
8020343	1.86055
7922846	7.86069
8065903	2.331
8028084	4.21013
7928907	2.65275
7915955	3.4253
8151490	1.36149
8127128	6.16317
8158597	7.33117
8034227	4.09814
7979412	2.11541
8013947	4.08875
7979963	3.1111
8101616	2.96439
7964937	5.51678
8150818	7.35594
8134631	5.67243
8049825	3.39976
8042705	5.01116
8041888	4.78676
8100655	1.72285
7998604	7.46457
8074274	5.39581
7961026	1.55557
7939424	7.18989
7899289	6.25159
8065082	2.45502
8139788	1.54144
8049538	6.9416
8165794	9.36023
8052382	2.78
7931582	5.35931
7933090	1.38011
8178727	7.04143
8128865	4.71518
8160912	3.62466
7991542	3.53792
8161431	2.65275
8051670	7.43427
8007808	4.18612
7997158	4.05884
8009515	1.48705
7932418	1.83444
7920594	4.47074
8173206	4.96029
8083447	5.68819
7955637	5.65523
8042460	1.34685
7949894	1.86647
8067382	7.87631
8010113	4.68738
7952069	5.25776
7903399	1.71915
7933423	4.12158
7948908	2.58512
8174239	3.81159
8126939	1.74311
8070194	6.43195
7898881	6.79308
8139244	7.13401
8089867	7.25518
8142536	1.61959
8031867	9.04128
8123765	1.57093
8065832	7.87198
8013741	6.89895
7944793	2.11248
8044067	2.25802
8116571	3.67972
8040238	8.20237
7934653	5.5148
7910674	2.74448
8069340	6.10592
8147580	6.177
8009796	6.90233
7955290	3.86469
8075550	2.70003
8072960	1.51052
7961363	5.12596
8138308	1.14125
8091757	2.62182
8064277	3.4664
8031720	3.75427
7904695	8.23316
7941917	4.57301
8083071	4.0486
8124639	1.61313
7983350	6.20663
7971461	11.6645
8031690	5.95299
8101411	5.62812
8013588	8.11864
8044911	1.29133
8178561	6.32673
8154856	7.33893
8055476	10.1197
8030557	6.25676
8005753	2.48671
7968915	5.09245
8127822	3.14359
8036224	10.605
7979085	8.31755
7956878	5.61921
7967709	3.82282
7929466	2.3267
7903440	4.44919
7916412	3.52848
7996807	4.34577
8068052	1.40754
7984922	6.53384
8048077	1.59029
8143599	1.37715
7972570	5.00743
8042291	7.18884
8137582	1.76332
8125295	7.03826
8017098	4.00306
7972699	2.76095
7948105	2.02438
8059249	4.51696
7927519	7.60417
8161945	1.66053
7954645	5.41778
7942611	3.51291
7907486	4.44496
8102532	1.89217
8115014	4.14823
7980523	7.05128
7919984	4.73466
7968052	2.36285
7954465	2.9838
8012787	2.77152
8145083	2.69489
8073562	2.34812
7898721	2.28914
8088192	2.29746
8081073	6.10806
8165508	4.14297
8148047	1.36149
7967863	2.88441
7956279	2.43571
8157074	3.93445
8089185	2.45275
8086908	3.85344
8115010	1.47872
8178641	5.75694
8177079	1.36816
7935882	6.10892
8028770	1.81095
8124134	6.81398
7977438	3.17767
7914557	4.46255
7982042	1.24702
8149918	3.41607
8000811	7.01801
8083094	4.69933
8179391	4.43996
8028309	2.74857
8138151	6.34446
8024936	6.94946
8133021	2.97239
7969959	1.63737
7918064	2.96919
8146955	6.77695
8038093	4.6894
8019367	6.09535
7979196	5.52375
7958174	9.62016
8139411	6.90547
7958396	2.80395
8097945	1.24125
8025237	4.58808
8069848	3.44472
8113299	1.77154
8165656	5.88863
8102697	1.59763
8120271	2.02976
8134263	4.30727
8052022	6.85114
8160278	2.03235
7967641	3.5106
7927658	6.61856
8140828	6.13066
8066574	3.01659
7914212	5.42681
7916372	9.05126
7918694	2.37343
7970674	3.73322
8069026	6.66808
7919380	4.25458
7912520	4.03517
8005475	5.69679
8174893	7.15615
7994058	3.1462
8149153	4.49854
8143714	5.49826
7948772	6.09447
8167690	2.59825
8135774	1.94709
8168366	2.74373
7916725	1.94569
7993451	2.14693
8159255	5.1289
8152946	3.76025
8108729	2.21214
8090533	5.92038
7993458	4.64792
8166703	3.67405
8088292	2.17366
7967456	6.14016
8011320	2.43604
7902306	2.04756
8068100	1.83035
7963203	2.11683
7925587	4.06132
7912531	1.49393
8068496	3.75838
8002571	3.98235
8131970	4.5503
8096538	7.16331
7997099	7.79392
7930454	7.08068
7913978	5.28247
7946167	3.48319
8029435	1.64448
8066985	3.78738
7957735	1.48761
7954783	2.41133
8088958	8.0326
8157463	5.76263
8068788	2.5559
7920422	6.92946
8051762	7.08604
8170213	1.8475
8160377	1.96178
8092741	1.50089
8023575	2.70526
8114023	1.5987
8054308	8.08131
8165416	3.99707
8070286	2.59219
8074817	5.72793
8012843	4.55893
7963555	3.61643
7927267	5.93122
8105104	8.06541
8055200	1.46793
8150210	1.47006
7946286	2.69706
7919403	1.48761
8031622	3.52082
8058295	4.29015
8079999	2.29476
8116033	4.22368
8103975	3.52989
7962499	7.00723
7911870	6.44747
8095628	1.57705
8026390	4.34322
7935776	2.91861
8128472	6.81021
8161341	3.22304
7928685	1.78885
8084035	3.77319
7981990	2.19874
8155234	4.31429
7989501	3.69194
8059525	1.61129
8063453	3.35415
8059277	4.86924
8095005	3.15683
8091595	2.92723
8079401	3.81902
8089283	1.36149
8095616	1.76155
8165735	4.58596
8129099	8.0089
8105918	4.77254
7995627	3.92143
7981111	8.41263
8130116	6.14536
8008170	3.35953
7929258	2.23273
7931500	4.3968
7940914	6.97797
7970513	2.1545
8010614	4.87015
8116835	3.83331
8168855	2.64231
8007397	8.32306
7915614	4.04361
8144153	4.69678
8029289	2.14606
7927425	8.14899
8170393	4.68169
8016473	3.9285
8128767	5.04721
8032157	5.79122
7923162	1.36149
8163956	1.88011
8020527	6.82481
7962185	3.29614
8170300	3.12117
8161133	2.86422
8123398	2.06567
8132943	8.06059
8132860	2.78925
7943231	4.27934
7909142	3.40636
8039340	4.88605
7977775	10.9909
7939374	2.21813
8110631	3.67384
8063636	6.49414
8038904	4.32015
7964142	2.07085
8139699	1.80233
7998762	6.36845
7925492	7.9355
8042843	2.74298
8124868	4.11838
8115765	6.6965
7956281	3.02744
8020179	7.63694
7966690	4.35759
7905258	6.26702
8075529	6.3689
8069208	5.62562
8034754	5.98012
8000924	5.20943
8065011	2.74896
8097146	2.20973
7956739	1.31837
8105063	3.78219
8005557	5.88169
7915385	3.9811
8089795	7.64925
7964413	5.94127
8059177	6.78291
8173198	2.98893
8106325	2.59633
8059838	3.48187
7951435	1.23423
7901340	2.30566
8111772	10.101
7968872	6.21241
7923406	5.6056
7972737	5.37997
7924190	4.14393
8171079	5.59571
8132413	1.35141
8052091	2.61927
7933572	1.49061
7972902	3.30478
7903024	1.74746
8024754	3.39702
8100746	1.94228
7950804	2.20858
7917670	5.07713
8122176	3.45316
8128892	2.01884
8107270	1.86757
7934755	2.96811
7992692	8.32071
8048272	2.86368
8045604	4.49045
8056184	2.50031
7906742	4.84132
8147351	2.52831
7979671	5.92244
7998978	4.37534
7937135	2.16844
7922250	4.62242
8166872	3.49491
7909425	2.79282
8102839	7.07752
8169636	1.91115
8076461	6.10302
8065485	5.49269
7927639	1.84264
7952675	2.09067
8144878	1.88011
8178955	5.77162
8123728	4.7282
8025076	7.30525
8097461	5.38741
8054090	3.94818
7943892	3.02256
8001325	1.49552
7985688	3.99004
8096682	2.49929
8148515	1.91263
8014812	4.02319
8159667	5.86009
7970096	4.66867
8119974	7.04437
8160308	9.00748
8150862	1.79408
8149142	2.94784
7948502	1.7977
8136095	6.42575
8111821	2.18015
7948046	2.39629
8140220	6.67647
7946033	3.08484
7920633	7.10294
7904084	3.51005
8073890	6.40982
8066776	5.47916
8100519	2.73703
8141946	1.27039
8100210	3.75366
8072189	4.81949
7912224	8.09069
7913216	3.8078
8140319	4.54423
7961440	9.90475
8040338	11.5066
7965166	2.16838
7993337	2.39469
8162419	1.45589
7971905	2.64575
7952305	6.33967
7948099	1.88894
8044440	4.12818
7920303	4.12974
8178795	4.13598
8039010	8.41036
8082298	3.93919
7907549	3.34582
8139365	1.32636
7963865	1.99941
8124531	6.35042
8015218	5.85726
7926670	8.85269
8096917	1.422
8076056	5.9659
8102076	1.96244
8123843	2.02087
8001981	6.45539
7967202	8.08591
8129181	5.66984
7983951	7.61746
8110522	10.4803
8167640	2.40016
8084092	8.68481
7905848	3.55989
7978793	1.29792
7920980	2.04111
8157679	2.10486
8123405	2.92731
8177658	3.8542
7984983	4.19337
7904287	3.76644
8004165	1.35352
7982516	2.8641
8113936	2.49849
8021993	1.58705
8108199	5.3767
8036136	5.35368
7957478	4.34825
8139203	5.222
7990636	2.20289
7929812	1.80324
7972251	2.19653
7949568	3.59807
8044236	7.02145
8038086	9.4051
8089928	4.97054
7980065	1.54046
7910539	4.63824
7927631	1.86953
7907213	4.9341
8145942	2.57884
7978201	8.81318
8109383	2.6683
8161000	2.35958
8018823	6.93496
8002967	2.60636
7960340	3.36056
7936833	4.81895
7900603	3.43007
8093141	4.76741
8088384	6.81389
8034299	6.96707
8161904	1.45791
7954717	5.15546
7992516	2.63586
8115840	5.27763
8121365	4.58778
7970828	3.21903
8039645	3.46096
7969544	4.24247
7980535	8.92989
8104035	2.48024
8027748	4.00854
8084128	3.67903
7986534	2.07682
7951032	1.69903
8038139	4.13352
7950117	1.36149
8083538	2.44953
8034408	4.89016
7987464	1.25797
7980861	1.85342
8151927	1.61959
7987648	1.33137
7961306	3.82401
7947540	6.08395
7982504	4.31818
8024971	2.80176
7999766	6.68781
7945377	5.45817
7905951	4.07629
7984588	3.51149
8100851	4.90384
7972577	6.80689
7986501	1.99326
8118861	2.17494
8165277	4.17769
8161755	8.81222
7981322	2.65752
8133219	8.45754
7958960	7.81611
8098547	2.4604
8162276	5.73072
7900597	5.2007
8082270	2.70436
8065372	3.93231
8076072	4.97561
8037301	4.45251
8014172	2.86337
8148327	2.83559
7973105	3.67136
8002692	6.26719
8137798	5.60572
8024436	9.93252
8124082	5.64204
8076515	6.10485
7957613	5.93125
7899727	3.37583
8143635	2.65275
8179525	7.83467
8154934	4.72048
8132913	2.92842
8117840	3.19334
8048445	4.95744
8127360	3.78002
7991512	4.4509
7925170	2.88263
8054866	3.30335
7995312	1.27926
7979925	1.75134
7943853	7.75622
8161224	3.86131
8007848	4.85085
8107655	5.10289
8093518	4.18975
8043129	1.45656
7905519	4.97794
8087380	7.65922
8117304	2.09908
7932542	1.65075
8031714	6.67525
8096333	1.68641
8092627	5.5204
8042391	10.9511
8155521	5.18387
8029829	4.10225
7962274	4.68836
8122127	2.31402
7934708	4.36264
7929840	4.22701
8168940	2.35741
7911260	2.65401
8143937	2.84357
7923221	4.0871
8180144	5.77162
8151296	4.94677
8174576	2.60636
8058658	1.48761
8151585	1.23392
7984488	2.68417
7911047	5.48245
8002590	3.19706
7902565	1.99911
8149500	4.60963
8073960	6.52008
8048452	4.94771
8137627	7.49592
7899160	11.2596
7982845	7.71126
8091879	1.43032
8175016	5.05898
8063057	4.63544
7991927	5.12385
8115600	1.61752
8000467	4.58947
8179534	3.83472
7959085	1.90844
7925161	7.58348
8172493	3.07335
8133072	1.77734
8005687	3.13104
7979757	8.26878
8150584	1.59618
8034712	4.18032
7988705	1.75865
8118314	7.20672
8022666	1.74234
8057032	1.36149
8014113	1.48761
8150433	5.49704
7935025	1.62286
8153727	6.26044
8075695	2.93829
8078405	8.18491
8023310	1.86129
7960411	6.3956
8051573	6.71661
7949080	4.74393
7931519	4.5538
8019463	8.31503
7981783	1.53073
7967109	5.79615
8126121	5.76724
8027377	3.14795
7953737	2.28
7906930	2.28836
8030292	3.20356
7952227	4.29639
7948330	2.39423
7897370	8.7199
8104930	8.36783
8048673	4.57129
8007917	4.3743
7977241	6.53465
8097953	1.48761
8036744	2.8302
7979849	7.56834
8136965	2.82963
7961483	2.36392
7948375	1.88894
8131815	5.82822
8041813	6.10246
7941401	5.50458
8155383	3.32703
8148220	5.0154
8082406	2.54512
8113703	1.80906
7936567	6.13317
7928208	9.32721
8089849	1.77454
8095043	6.50003
7913705	3.72324
7961595	1.91461
8079074	6.75596
7916609	7.99509
8086706	6.42824
8141896	3.5053
8108847	7.04847
8099476	2.62797
8092169	3.87829
8169419	3.32749
7937438	5.40652
8111930	3.35517
7962441	7.252
8100097	1.73834
8050007	3.54745
7971191	2.30781
8127688	1.3185
8133623	1.95571
7908694	5.73615
7915008	5.76471
8053797	4.05082
8164452	6.7658
7985089	6.83053
8010924	7.60333
7957271	3.92317
7952882	2.91891
8101224	6.0828
8162006	1.59344
8112613	4.50729
8078479	8.85535
8115783	8.68514
8106660	2.64407
8088548	2.00901
7989473	4.72462
7947394	2.22238
7909285	5.15574
8133818	6.75952
8049239	6.38529
8063408	1.7299
8037322	6.60666
8010560	2.95152
7944418	6.03713
7940279	2.00015
8102263	2.76395
7963826	4.43633
7928815	1.81884
7963689	2.96793
7991638	2.28329
7976053	2.58911
8115666	3.49265
8090803	5.23568
8075828	5.45294
7938890	4.18822
8157534	4.67263
8125470	3.38175
8179688	7.32835
7903519	5.77717
7903171	3.76826
8152764	5.56662
7978553	4.17824
8116655	3.44342
